Employee Identification;FirstName;LastName;Starting Day at the Company;Last Day at the Company;Company Internal Title;Employee Reports to;ADEmail;Company Department;Active or Inactive?;EmployeeType;PayZone;EmployeeClassificationType;TerminationType;TerminationDescription;DepartmentType;Division;DOB;State;JobFunctionDescription;GenderCode;LocationCode;MaritalDesc;Performance Score;Current Employee Rating;Annual Gross Fixed Salary (USD)
3 340;Mina;Hancock;2022-11-29;;Production Technician I;Jamie Murray;mina.hancock@bilearner.com;BPC;Active;Part-Time;Zone A;Full-Time;Unk;;Production       ;General - Con;1961-05-10;MA;Technician;Male;87 065;Married;Fully Meets;3;69312
3 341;Konner;Sheppard;2022-10-15;2023-01-25;Production Tech II;Paul Watson;konner.sheppard@bilearner.com;WBL;Active;Full-Time;Zone C;Temporary;Involuntary;A parent bit rich. Reflect north sometimes card.;Production       ;General - Con;1955-01-28;MA;Splicer;Female;78 768;Single;Fully Meets;1;56624
3 342;London;Nunez;2021-07-31;;Production Technician II;Mrs. Danielle Sanchez;london.nunez@bilearner.com;NEL;Active;Full-Time;Zone C;Part-Time;Unk;;Production       ;Aerial;2000-02-17;MA;Lineman;Male;35 072;Widowed;Fully Meets;2;53489
3 343;Seth;Huff;2022-02-21;2023-05-26;Production Technician II;Kari Walker;seth.huff@bilearner.com;PL;Active;Part-Time;Zone A;Full-Time;Retirement;Do onto consumer sign. War instead effect role.;Production       ;Field Operations;1965-11-25;MA;Mechanic;Male;87 930;Married;Fully Meets;4;64577
3 344;Justine;Villanueva;2021-08-29;;Production Technician II;Samantha Green;justine.villanueva@bilearner.com;BPC;Active;Contract;Zone B;Temporary;Unk;;Production       ;General - Con;1958-03-12;MA;Lineman;Male;71 735;Married;Fully Meets;3;54394
3 345;Moshe;Anderson;2021-12-13;2023-01-29;Production Tech II;Michael Spencer;moshe.anderson@bilearner.com;CCDR;Voluntarily Terminated;Full-Time;Zone C;Part-Time;Retirement;We give end nation but. Other measure across.;Production       ;Project Management - Con;1981-04-09;MA;Director;Male;66 521;Single;Fully Meets;4;61632
3 346;Kadyn;Bush;2021-03-30;2022-02-12;Production Technician II;Juan Cooper;kadyn.bush@bilearner.com;SVG;Leave of Absence;Part-Time;Zone B;Temporary;Involuntary;Shoulder build catch commercial.;Production       ;Yard (Material Handling);1957-04-07;MA;Lineman;Female;47 048;Divorced;Fully Meets;2;72468
3 347;Ahmed;Lindsey;2021-02-02;2022-05-13;Production Technician II;John Taylor;ahmed.lindsey@bilearner.com;EW;Leave of Absence;Contract;Zone C;Temporary;Resignation;Family defense six believe drug action although.;Production       ;Catv;1962-08-22;MA;Operator;Female;17 960;Divorced;Fully Meets;3;57538
3 348;Ryder;Bray;2019-10-31;;Production Tech II;Michael Austin;ryder.bray@bilearner.com;MSC;Active;Part-Time;Zone A;Part-Time;Unk;;Production       ;General - Con;1987-12-01;MA;Laborer;Female;42 857;Widowed;Fully Meets;2;52397
3 349;Taylor;Bonilla;2022-11-07;;Production Technician I;Sara Figueroa;taylor.bonilla@bilearner.com;WBL;Active;Contract;Zone A;Full-Time;Unk;;Production       ;General - Eng;1959-02-27;MA;Drafter;Male;85 935;Divorced;Fully Meets;3;59748
3 350;Jalen;Richmond;2022-11-20;;Production Technician I;Samantha Butler;jalen.richmond@bilearner.com;BPC;Active;Full-Time;Zone B;Part-Time;Unk;;Production       ;Project Management - Con;1973-01-07;MA;Technician;Female;41 824;Divorced;Fully Meets;5;66573
3 351;Kayden;Hill;2021-12-15;2022-04-06;Production Tech I;Amanda White;kayden.hill@bilearner.com;CCDR;Voluntarily Terminated;Contract;Zone C;Part-Time;Involuntary;Black truth campaign player child control firm.;Production       ;Shop (Fleet);1974-09-08;MA;Warehouse;Male;57 006;Married;Fully Meets;2;71970
3 352;Aubree;Mooney;2023-02-22;;Production Technician I;Sarah Walker;aubree.mooney@bilearner.com;EW;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;Field Ops;1986-04-05;MA;Groundman;Male;82 003;Single;Fully Meets;3;73484
3 353;Haven;Donaldson;2020-03-29;;Production Tech I;Brent Davis;haven.donaldson@bilearner.com;MSC;Active;Contract;Zone B;Part-Time;Unk;;Production       ;General - Con;1978-06-11;MA;Lineman;Female;62 032;Married;Fully Meets;3;75335
3 354;Neil;Dunn;2021-08-09;2023-06-16;Production Technician I;Michael Brown;neil.dunn@bilearner.com;NEL;Active;Part-Time;Zone A;Temporary;Retirement;Hundred still nearly stand risk treat.;Production       ;Field Operations;1961-04-21;MA;Laborer;Female;14 400;Single;Fully Meets;3;76353
3 355;Darryl;Ponce;2023-01-02;2023-06-18;Production Technician I;Elizabeth Scott;darryl.ponce@bilearner.com;PL;Active;Contract;Zone B;Part-Time;Resignation;Near fine four help likely. Because wrong nor.;Production       ;Aerial;1991-02-23;MA;Technician;Female;34 876;Divorced;Fully Meets;5;52771
3 356;Cade;Heath;2018-11-10;;Production Tech I;Marco Stephenson;cade.heath@bilearner.com;PYZ;Active;Full-Time;Zone C;Part-Time;Unk;;Production       ;General - Eng;1991-08-14;MA;Technician;Female;34 856;Married;Needs Improvement;3;60128
3 357;Sidney;Hooper;2022-08-30;;Production Tech I;Kevin Fitzgerald;sidney.hooper@bilearner.com;SVG;Active;Full-Time;Zone B;Temporary;Unk;;Production       ;Engineers;1942-08-09;MA;Director;Male;78 039;Married;Exceeds;1;93485
3 358;Johnathan;Mayo;2021-07-30;2022-12-03;Production Tech I;Jerry Williams;johnathan.mayo@bilearner.com;TNS;Leave of Absence;Full-Time;Zone A;Part-Time;Voluntary;Style up reality per.;Production       ;Field Operations;2000-01-24;MA;Laborer;Male;67 062;Divorced;Fully Meets;3;76434
3 359;Anika;Arroyo;2020-11-29;;Production Tech I;James Ward;anika.arroyo@bilearner.com;WBL;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Field Operations;1980-02-08;MA;Laborer;Male;30 982;Married;Exceeds;3;75655
3 360;Fatima;Kemp;2021-03-24;;Production Tech I;Patrick Wood;fatima.kemp@bilearner.com;BPC;Active;Part-Time;Zone A;Part-Time;Unk;;Production       ;General - Con;1974-05-20;MA;Safety;Female;4 369;Married;Exceeds;2;54428
3 361;Lilianna;Conway;2020-12-29;2022-02-23;Production Tech I;Patrick Hart;lilianna.conway@bilearner.com;CCDR;Voluntarily Terminated;Part-Time;Zone B;Temporary;Voluntary;Situation election visit author five.;Production       ;General - Con;1943-10-04;MA;Technician;Female;65 806;Single;Exceeds;3;52901
3 362;Tony;Cooke;2021-08-02;;Production Tech I;Linda Gonzales;tony.cooke@bilearner.com;EW;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Field Ops;1967-11-10;MA;Laborer;Female;90 552;Widowed;Exceeds;1;69024
3 363;Trevor;Barry;2022-03-30;;Production Technician I;Jack Branch;trevor.barry@bilearner.com;MSC;Active;Part-Time;Zone A;Temporary;Unk;;Production       ;Field Operations;1957-07-26;MA;Laborer;Male;31 018;Married;Exceeds;5;65413
3 364;Marisa;Frank;2021-03-05;2021-09-07;Production Tech II;Courtney Chambers;marisa.frank@bilearner.com;WBL;Active;Part-Time;Zone A;Temporary;Retirement;Court catch management cold total among.;Production       ;Engineers;1960-06-05;MA;Technician;Female;42 754;Single;Exceeds;3;96862
3 365;Shania;Flores;2020-12-02;;Production Tech II;Andre Pacheco;shania.flores@bilearner.com;NEL;Active;Contract;Zone B;Temporary;Unk;;Production       ;Project Management - Con;1948-06-27;MA;Laborer;Male;24 571;Divorced;Fully Meets;3;58972
3 366;Andre;Allison;2019-01-20;2020-01-18;Production Tech II;Angela Fowler;andre.allison@bilearner.com;PL;Voluntarily Terminated;Contract;Zone C;Full-Time;Voluntary;Modern a study speak. Front choose central which.;Production       ;General - Con;1976-05-14;MA;Project Manager;Male;74 701;Widowed;Exceeds;4;67196
3 367;Destiny;Bright;2020-05-30;2022-02-01;Production Tech II;Patricia Doyle;destiny.bright@bilearner.com;BPC;Voluntarily Terminated;Full-Time;Zone B;Full-Time;Retirement;Tell heavy degree no early.;Production       ;Field Ops;1962-10-16;MA;Laborer;Male;35 065;Single;Exceeds;2;76123
3 368;Karli;Parks;2019-11-14;2023-05-14;Production Technician II;Benjamin Cook;karli.parks@bilearner.com;CCDR;Leave of Absence;Part-Time;Zone B;Part-Time;Retirement;These these by when here attorney special.;Production       ;Field Operations;1990-02-07;MA;Apprentice;Male;61 176;Married;Exceeds;5;65514
3 369;Mylie;Callahan;2022-07-27;2023-03-24;Production Technician II;Jeff Cabrera;mylie.callahan@bilearner.com;SVG;Leave of Absence;Part-Time;Zone A;Temporary;Resignation;Teacher contain heart continue pay form short.;Production       ;General - Con;1950-08-29;MA;Locator;Female;22 374;Single;Exceeds;2;77547
3 370;Jadiel;Dickson;2022-06-20;;Production Technician II;Chris Burke;jadiel.dickson@bilearner.com;EW;Active;Contract;Zone C;Temporary;Unk;;Production       ;General - Con;1958-08-27;MA;Laborer;Female;57 215;Widowed;Exceeds;3;71157
3 371;Aliya;Moss;2022-12-20;2023-03-22;Production Tech II;Keith Rasmussen;aliya.moss@bilearner.com;MSC;Voluntarily Terminated;Full-Time;Zone A;Full-Time;Resignation;Feel pattern require stand.;Production       ;Wireless;1970-11-22;MA;Manager;Female;5 985;Married;Exceeds;3;61862
3 372;Kylie;Roman;2023-01-14;2023-03-14;Production Technician I;Tammy Small;kylie.roman@bilearner.com;TNS;Voluntarily Terminated;Contract;Zone C;Part-Time;Involuntary;Try statement audience too material film.;Production       ;Project Management - Con;1992-05-27;MA;Manager;Female;94 040;Divorced;Fully Meets;4;60763
3 373;Karter;Thornton;2018-09-22;;Production Tech I;Phillip Little;karter.thornton@bilearner.com;PYZ;Active;Contract;Zone A;Temporary;Unk;;Production       ;Aerial;1989-02-06;MA;Foreman;Male;35 546;Married;Exceeds;2;75120
3 374;Ronald;Bullock;2022-09-24;2023-03-10;Production Technician I;Thomas Rios;ronald.bullock@bilearner.com;WBL;Voluntarily Terminated;Part-Time;Zone A;Temporary;Involuntary;Data imagine bill possible want.;Production       ;Field Operations;1999-12-04;MA;Laborer;Male;33 903;Divorced;Exceeds;4;61636
3 375;Sharon;Beltran;2020-06-08;2021-07-13;Production Technician I;Kathy Kelley;sharon.beltran@bilearner.com;NEL;Voluntarily Terminated;Full-Time;Zone B;Full-Time;Voluntary;Theory majority born with.;Production       ;Engineers;1999-09-20;MA;Program Manager;Female;58 194;Divorced;Exceeds;3;91742
3 376;Maren;Anderson;2023-07-06;;Production Technician I;Christopher Sexton;maren.anderson@bilearner.com;PL;Active;Part-Time;Zone B;Temporary;Unk;;Production       ;Field Operations;1986-11-11;MA;Technician;Female;7 445;Single;Exceeds;5;63000
3 377;Cruz;Ashley;2020-02-24;2023-05-13;Production Technician I;Evan Schultz;cruz.ashley@bilearner.com;BPC;Active;Part-Time;Zone A;Temporary;Resignation;Tough very bad spend feeling college require.;Production       ;Splicing;1989-09-06;MA;Foreman;Female;52 336;Widowed;Exceeds;4;71824
3 378;Enzo;Carney;2021-05-26;;Production Tech I;Joshua Burton;enzo.carney@bilearner.com;CCDR;Active;Contract;Zone B;Temporary;Unk;;Production       ;General - Con;1993-09-04;MA;Technician;Female;53 521;Single;Exceeds;3;61428
3 379;Marquis;Joseph;2023-04-09;2023-06-14;Production Technician I;Walter Henry;marquis.joseph@bilearner.com;SVG;Leave of Absence;Contract;Zone C;Part-Time;Voluntary;American community truth.;Production       ;Technology / It;1973-06-23;MA;Helpdesk;Female;48 347;Married;Exceeds;4;1156663
3 380;Victor;Ibarra;2023-06-27;;Production Technician I;Jonathan Richards;victor.ibarra@bilearner.com;EW;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Field Ops;1984-12-19;MA;Technician;Male;9 268;Widowed;Exceeds;1;59410
3 381;Annabelle;Marquez;2022-12-20;;Production Tech I;Kevin Escobar;annabelle.marquez@bilearner.com;MSC;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Field Operations;1954-11-29;MA;Foreman;Male;20 032;Single;Exceeds;3;53638
3 382;Romeo;Gordon;2018-11-10;;Production Technician I;Thomas Elliott;romeo.gordon@bilearner.com;TNS;Active;Part-Time;Zone C;Temporary;Unk;;Production       ;Field Ops;1970-05-20;MA;Administrator;Male;59 153;Divorced;Exceeds;5;60490
3 383;Aimee;Hughes;2020-08-13;2020-10-02;Production Technician I;Jose Brown;aimee.hughes@bilearner.com;PYZ;Voluntarily Terminated;Part-Time;Zone C;Part-Time;Resignation;Foot apply stay treatment local good issue.;Production       ;General - Con;1985-04-01;MA;Splicer;Female;20 389;Divorced;Exceeds;2;64346
3 384;Dennis;Hays;2019-03-07;;Production Tech I;Rachel Rice;dennis.hays@bilearner.com;WBL;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;Field Operations;1991-07-18;MA;Operator;Female;26 286;Married;Fully Meets;3;74300
3 385;Kelly;Fritz;2022-03-13;;Production Tech I;Cory Lopez;kelly.fritz@bilearner.com;NEL;Active;Part-Time;Zone A;Full-Time;Unk;;Production       ;General - Con;1978-07-10;MA;Technician;Female;85 739;Divorced;Fully Meets;3;75860
3 386;Darnell;Shelton;2019-11-25;2021-01-28;Production Tech II;Alec Phillips;darnell.shelton@bilearner.com;WBL;Active;Contract;Zone C;Temporary;Voluntary;He four soldier employee central term.;Production       ;General - Con;1995-02-18;MA;Laborer;Female;45 331;Widowed;Fully Meets;2;62328
3 387;Sabrina;Holt;2019-03-06;;Production Tech II;David Hernandez;sabrina.holt@bilearner.com;NEL;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;General - Sga;1965-07-19;MA;Supervisor;Male;46 093;Widowed;Fully Meets;3;67114
3 388;Zoie;Logan;2019-04-19;;Production Tech II;Heidi Terry;zoie.logan@bilearner.com;PL;Active;Part-Time;Zone A;Temporary;Unk;;Production       ;Fielders;1990-09-17;MA;Technician;Male;48 911;Divorced;Fully Meets;1;68424
3 389;Finley;Medina;2020-08-12;;Production Technician II;Travis Griffith;finley.medina@bilearner.com;BPC;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Field Operations;1943-06-25;MA;Laborer;Male;18 226;Married;Fully Meets;1;58126
3 390;Lizeth;Middleton;2022-10-21;2023-01-05;Production Tech II;Joanna Nguyen;lizeth.middleton@bilearner.com;CCDR;Leave of Absence;Part-Time;Zone B;Temporary;Voluntary;North next animal laugh threat no.;Production       ;Billable Consultants;1969-01-10;MA;Engineer;Female;90 024;Married;Fully Meets;1;68490
3 391;Odin;Camacho;2020-01-13;;Production Tech II;Amanda Young;odin.camacho@bilearner.com;SVG;Active;Part-Time;Zone C;Full-Time;Unk;;Production       ;General - Sga;1991-11-04;MA;Project Manager;Female;2 225;Divorced;Fully Meets;3;74107
3 392;Dakota;Lowery;2019-11-18;2021-09-22;Production Tech II;Sean Walsh;dakota.lowery@bilearner.com;EW;Voluntarily Terminated;Full-Time;Zone B;Full-Time;Voluntary;Keep particular pass understand set.;Production       ;General - Con;1988-02-29;MA;Technician;Female;14 864;Single;Fully Meets;2;64175
3 393;Skyla;Santiago;2018-08-25;;Production Technician I;Jerry Gilbert;skyla.santiago@bilearner.com;BPC;Active;Contract;Zone B;Full-Time;Unk;;Production       ;General - Con;1942-06-04;MA;Flagger;Female;33 532;Married;Needs Improvement;3;55892
3 394;Harley;Beard;2021-05-24;;Production Tech I;Meghan Green;harley.beard@bilearner.com;WBL;Active;Contract;Zone B;Temporary;Unk;;Production       ;Field Operations;1949-06-03;MA;Technician;Male;37 566;Divorced;Fully Meets;2;67174
3 395;Summer;Barber;2021-06-09;2022-01-13;Production Technician I;Penny Campbell DDS;summer.barber@bilearner.com;TNS;Voluntarily Terminated;Part-Time;Zone A;Part-Time;Resignation;Without production religious.;Production       ;Field Ops;1975-02-09;MA;Driver;Female;88 306;Widowed;Needs Improvement;3;53196
3 396;Stephen;Mcmillan;2021-04-05;2021-11-29;Production Tech I;Stephanie Petty;stephen.mcmillan@bilearner.com;SVG;Voluntarily Terminated;Part-Time;Zone B;Full-Time;Voluntary;That truth loss energy respond whole case stop.;Production       ;General - Con;1949-11-30;MA;Foreman;Female;49 024;Married;Fully Meets;4;54054
3 397;Rylan;Garrison;2022-11-05;;Production Technician I;Alyssa Moore;rylan.garrison@bilearner.com;PYZ;Active;Part-Time;Zone A;Part-Time;Unk;;Production       ;Field Operations;1949-09-27;MA;Driller;Female;41 302;Single;Fully Meets;3;65713
3 398;Kyler;Cherry;2019-11-09;2022-09-03;Production Technician I;Danielle Hanson;kyler.cherry@bilearner.com;PL;Active;Part-Time;Zone A;Full-Time;Retirement;Foot station left people foot.;Production       ;General - Con;1956-12-11;MA;Technician;Female;63 776;Single;Fully Meets;3;61538
3 399;Corinne;Reeves;2022-06-05;2023-06-01;Production Technician I;Paige Savage;corinne.reeves@bilearner.com;NEL;Active;Full-Time;Zone B;Full-Time;Involuntary;Central weight analysis great.;Production       ;Aerial;1984-02-25;MA;Lineman;Female;16 715;Widowed;Fully Meets;2;56314
3 400;Lorenzo;Short;2021-09-21;;Production Technician I;Samantha Thomas;lorenzo.short@bilearner.com;MSC;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Shop (Fleet);1970-06-04;MA;Mechanic;Female;90 974;Divorced;Fully Meets;1;79689
3 401;Taniya;Kane;2021-11-10;2023-06-04;Production Technician I;Scott Powell;taniya.kane@bilearner.com;EW;Leave of Absence;Contract;Zone A;Full-Time;Involuntary;Think large why many.;Production       ;Field Operations;1973-04-11;MA;Laborer;Male;3 403;Married;Fully Meets;1;73784
3 402;Nevaeh;Mcmillan;2021-03-03;2022-04-12;Production Technician I;Laura Wong;nevaeh.mcmillan@bilearner.com;CCDR;Voluntarily Terminated;Part-Time;Zone C;Full-Time;Voluntary;Impact voice participant school baby.;Production       ;Field Operations;1971-11-30;MA;Engineer;Male;22 662;Single;Fully Meets;3;53056
3 403;Dillon;Larson;2021-02-19;2022-11-15;Production Technician I;Erin Allen;dillon.larson@bilearner.com;BPC;Voluntarily Terminated;Contract;Zone A;Full-Time;Retirement;According crime none method effort.;Production       ;Field Operations;1975-09-03;MA;Laborer;Female;66 066;Married;Exceeds;3;62843
3 404;Willie;Howe;2019-04-25;2022-11-11;Production Technician I;Ivan Bryant;willie.howe@bilearner.com;PYZ;Leave of Absence;Part-Time;Zone C;Full-Time;Involuntary;Few success street.;Production       ;Field Ops;1985-01-20;MA;Driller;Female;58 775;Divorced;Fully Meets;2;54028
3 405;Selina;Jefferson;2020-01-13;2022-10-21;Production Technician I;Karen Lin;selina.jefferson@bilearner.com;WBL;Leave of Absence;Contract;Zone B;Full-Time;Voluntary;Often about size today.;Production       ;Field Ops;1979-03-02;MA;Engineer;Female;12 351;Single;Fully Meets;1;78402
3 406;Serenity;Montgomery;2020-03-25;2023-04-26;Production Tech I;Tina Munoz;serenity.montgomery@bilearner.com;NEL;Voluntarily Terminated;Contract;Zone C;Temporary;Involuntary;Politics in foreign up start.;Production       ;Fin & Acc;1955-05-17;MA;Administration;Female;24 805;Single;Fully Meets;5;76959
3 407;Kamila;Sanders;2021-04-15;2023-05-11;Production Tech II;Aaron Stewart;kamila.sanders@bilearner.com;WBL;Active;Part-Time;Zone C;Temporary;Voluntary;Maintain behavior project parent particular game.;Production       ;Field Operations;1953-02-26;MA;Construction Manager;Female;18 000;Single;Fully Meets;5;56784
3 408;Rose;Mcguire;2022-12-15;2023-04-25;Production Technician II;Nicole Holland;rose.mcguire@bilearner.com;NEL;Voluntarily Terminated;Contract;Zone B;Full-Time;Resignation;Ball while speak. Issue free represent city.;Production       ;Field Ops;1965-01-07;MA;Supervisor;Male;67 579;Divorced;Fully Meets;3;59972
3 409;Brenton;Zavala;2022-10-08;2023-02-04;Production Technician II;Jonathan Brown;brenton.zavala@bilearner.com;PL;Active;Contract;Zone B;Full-Time;Resignation;Century risk machine pay car region.;Production       ;Yard (Material Handling);1943-03-15;MA;Laborer;Male;82 704;Divorced;Fully Meets;4;67284
3 410;Laci;Klein;2018-12-18;;Production Tech II;Kyle Hicks;laci.klein@bilearner.com;BPC;Active;Contract;Zone C;Temporary;Unk;;Production       ;People Services;1980-07-07;MA;Manager;Male;41 572;Widowed;Fully Meets;3;64324
